Title,Raw_Price,Raw_Area,Raw_BHK,Locality,lat,lon
Premium 4 BHK in Downtown Core,"₹ 15,152,430 /- Only",3003 Sq-Ft,4 BHK,Downtown Core,12.967011479563537,77.6009359383094
Premium 3 BHK in Greenwood Valley,"₹ 6,158,157 /- Only",1750 Sq-Ft,3 BHK,Greenwood Valley,12.989287393449393,77.75542846272538
Premium 2 BHK in Riverside Estates,"₹ 4,930,229 /- Only",1432 Sq-Ft,2 BHK,Riverside Estates,13.018286855639742,77.55085337370943
Premium 4 BHK in Downtown Core,"₹ 13,496,856 /- Only",2645 Sq-Ft,4 BHK,Downtown Core,12.973010515292541,77.59597041725533
Premium 3 BHK in Silicon Suburbs,"₹ 6,205,965 /- Only",1747 Sq-Ft,3 BHK,Silicon Suburbs,12.939313713827282,77.61633428610419
Premium 2 BHK in Silicon Suburbs,"₹ 4,026,122 /- Only",1166 Sq-Ft,2 BHK,Silicon Suburbs,12.936334208481894,77.62535377116562
Premium 2 BHK in Downtown Core,"₹ 6,494,040 /- Only",1290 Sq-Ft,2 BHK,Downtown Core,12.97896578400596,77.6064089522728
Premium 1 BHK in Greenwood Valley,"₹ 2,082,850 /- Only",564 Sq-Ft,1 BHK,Greenwood Valley,12.985959167125399,77.75135177371304
Premium 3 BHK in Greenwood Valley,"₹ 7,315,957 /- Only",2207 Sq-Ft,3 BHK,Greenwood Valley,12.972957272533074,77.75622062380569
Premium 1 BHK in Silicon Suburbs,"₹ 1,947,415 /- Only",591 Sq-Ft,1 BHK,Silicon Suburbs,12.921250360078695,77.63751652291587
Premium 4 BHK in Downtown Core,"₹ 12,420,039 /- Only",2407 Sq-Ft,4 BHK,Downtown Core,12.962455092582122,77.58763863458636
Premium 1 BHK in Silicon Suburbs,"₹ 2,080,729 /- Only",551 Sq-Ft,1 BHK,Silicon Suburbs,12.928346124714093,77.61555562336
Premium 1 BHK in Greenwood Valley,"₹ 1,836,024 /- Only",529 Sq-Ft,1 BHK,Greenwood Valley,12.973687718221678,77.76079442161624
Premium 1 BHK in Silicon Suburbs,"₹ 1,886,891 /- Only",545 Sq-Ft,1 BHK,Silicon Suburbs,12.93929423913942,77.62326344500995
Premium 4 BHK in Greenwood Valley,"₹ 8,235,006 /- Only",2346 Sq-Ft,4 BHK,Greenwood Valley,12.983658713554107,77.75868656493333
Premium 4 BHK in Riverside Estates,"₹ 8,678,840 /- Only",2542 Sq-Ft,4 BHK,Riverside Estates,13.031879809131075,77.53336587530018
Premium 4 BHK in Downtown Core,"₹ 14,513,214 /- Only",2888 Sq-Ft,4 BHK,Downtown Core,12.976121031807644,77.60211629103097
Premium 2 BHK in Riverside Estates,"₹ 3,807,510 /- Only",1093 Sq-Ft,2 BHK,Riverside Estates,13.028305664437596,77.5484217665016
Premium 4 BHK in Downtown Core,"₹ 14,276,241 /- Only",2797 Sq-Ft,4 BHK,Downtown Core,12.962434023147733,77.60314810166965
Premium 3 BHK in Greenwood Valley,"₹ 7,374,041 /- Only",2190 Sq-Ft,3 BHK,Greenwood Valley,12.979195030210686,77.75756507268038
Premium 1 BHK in Riverside Estates,"₹ 2,248,536 /- Only",710 Sq-Ft,1 BHK,Riverside Estates,13.021169110197278,77.53207970654296
Premium 2 BHK in Silicon Suburbs,"₹ 3,825,282 /- Only",1075 Sq-Ft,2 BHK,Silicon Suburbs,12.926147554197636,77.61945138459866
Premium 3 BHK in Riverside Estates,"₹ 6,044,652 /- Only",1714 Sq-Ft,3 BHK,Riverside Estates,13.018332591517035,77.53118559139192
Premium 2 BHK in Silicon Suburbs,"₹ 4,040,237 /- Only",1188 Sq-Ft,2 BHK,Silicon Suburbs,12.916773435395488,77.63314847435612
Premium 3 BHK in Riverside Estates,"₹ 6,540,579 /- Only",1888 Sq-Ft,3 BHK,Riverside Estates,13.026142087751571,77.54342701241883
Premium 2 BHK in Riverside Estates,"₹ 4,399,676 /- Only",1260 Sq-Ft,2 BHK,Riverside Estates,13.02995754162521,77.55239559716145
Premium 4 BHK in Riverside Estates,"₹ 8,338,324 /- Only",2434 Sq-Ft,4 BHK,Riverside Estates,13.025576274525987,77.52994448077536
Premium 2 BHK in Riverside Estates,"₹ 4,496,246 /- Only",1321 Sq-Ft,2 BHK,Riverside Estates,13.027633004640956,77.54126648450841
Premium 2 BHK in Greenwood Valley,"₹ 4,101,774 /- Only",1148 Sq-Ft,2 BHK,Greenwood Valley,12.971710996689435,77.7399738967037
Premium 1 BHK in Silicon Suburbs,"₹ 2,222,982 /- Only",640 Sq-Ft,1 BHK,Silicon Suburbs,12.92008574516452,77.62414168443676
Premium 1 BHK in Riverside Estates,"₹ 2,467,777 /- Only",696 Sq-Ft,1 BHK,Riverside Estates,13.039241530344151,77.53731372012041
Premium 3 BHK in Riverside Estates,"₹ 5,819,298 /- Only",1676 Sq-Ft,3 BHK,Riverside Estates,13.02963928877568,77.5515529646171
Premium 3 BHK in Downtown Core,"₹ 9,057,032 /- Only",1734 Sq-Ft,3 BHK,Downtown Core,12.96199104242443,77.59304329387274
Premium 3 BHK in Silicon Suburbs,"₹ 6,550,138 /- Only",1934 Sq-Ft,3 BHK,Silicon Suburbs,12.938344929297573,77.61752544737102
Premium 4 BHK in Riverside Estates,"₹ 9,239,323 /- Only",2707 Sq-Ft,4 BHK,Riverside Estates,13.034884263754522,77.5490696212261
Premium 2 BHK in Downtown Core,"₹ 6,823,947 /- Only",1332 Sq-Ft,2 BHK,Downtown Core,12.982508590667196,77.58580506288467
Premium 1 BHK in Downtown Core,"₹ 2,962,686 /- Only",593 Sq-Ft,1 BHK,Downtown Core,12.968272451413084,77.59406583798958
Premium 4 BHK in Silicon Suburbs,"₹ 9,821,696 /- Only",2948 Sq-Ft,4 BHK,Silicon Suburbs,12.923348668047758,77.61737692898996
Premium 1 BHK in Greenwood Valley,"₹ 2,126,342 /- Only",661 Sq-Ft,1 BHK,Greenwood Valley,12.980671244891456,77.73854011907271
Premium 3 BHK in Downtown Core,"₹ 8,917,967 /- Only",1717 Sq-Ft,3 BHK,Downtown Core,12.96052132353775,77.5912360932202
Premium 2 BHK in Silicon Suburbs,"₹ 4,806,291 /- Only",1435 Sq-Ft,2 BHK,Silicon Suburbs,12.928882082975386,77.61645729653235
Premium 4 BHK in Downtown Core,"₹ 14,217,974 /- Only",2778 Sq-Ft,4 BHK,Downtown Core,12.974772232051683,77.59903225635259
Premium 2 BHK in Riverside Estates,"₹ 3,805,844 /- Only",1079 Sq-Ft,2 BHK,Riverside Estates,13.027892597175438,77.54527614558143
Premium 4 BHK in Downtown Core,"₹ 14,082,259 /- Only",2786 Sq-Ft,4 BHK,Downtown Core,12.965383262055113,77.59028785193962
Premium 3 BHK in Downtown Core,"₹ 9,224,141 /- Only",1759 Sq-Ft,3 BHK,Downtown Core,12.962524585385106,77.59856991759689
Premium 4 BHK in Riverside Estates,"₹ 9,066,371 /- Only",2696 Sq-Ft,4 BHK,Riverside Estates,13.029513158258425,77.55186272479045
Premium 1 BHK in Downtown Core,"₹ 3,502,344 /- Only",702 Sq-Ft,1 BHK,Downtown Core,12.966606247684158,77.59112203215116
Premium 3 BHK in Silicon Suburbs,"₹ 6,667,606 /- Only",1991 Sq-Ft,3 BHK,Silicon Suburbs,12.916278070817768,77.63066118129936
Premium 4 BHK in Greenwood Valley,"₹ 7,827,412 /- Only",2178 Sq-Ft,4 BHK,Greenwood Valley,12.978453149158298,77.7499380266426
Premium 1 BHK in Downtown Core,"₹ 2,991,466 /- Only",576 Sq-Ft,1 BHK,Downtown Core,12.98334299132317,77.59069936682998
Premium 2 BHK in Downtown Core,"₹ 6,445,794 /- Only",1274 Sq-Ft,2 BHK,Downtown Core,12.975916689331104,77.59888975833553
Premium 1 BHK in Riverside Estates,"₹ 2,233,201 /- Only",656 Sq-Ft,1 BHK,Riverside Estates,13.02165201763322,77.54326238238414
Premium 3 BHK in Greenwood Valley,"₹ 5,917,524 /- Only",1734 Sq-Ft,3 BHK,Greenwood Valley,12.987849138886208,77.74629634158795
Premium 3 BHK in Downtown Core,"₹ 10,748,676 /- Only",2128 Sq-Ft,3 BHK,Downtown Core,12.981593465283872,77.58279800015237
Premium 3 BHK in Downtown Core,"₹ 9,683,764 /- Only",1902 Sq-Ft,3 BHK,Downtown Core,12.972553728657207,77.60480593810057
Premium 2 BHK in Downtown Core,"₹ 7,494,736 /- Only",1460 Sq-Ft,2 BHK,Downtown Core,12.970535017276735,77.59165825544022
Premium 4 BHK in Silicon Suburbs,"₹ 8,739,085 /- Only",2602 Sq-Ft,4 BHK,Silicon Suburbs,12.936814163940394,77.63416912220463
Premium 1 BHK in Silicon Suburbs,"₹ 2,295,726 /- Only",720 Sq-Ft,1 BHK,Silicon Suburbs,12.93626509192732,77.63839319536903
Premium 3 BHK in Greenwood Valley,"₹ 6,425,941 /- Only",1907 Sq-Ft,3 BHK,Greenwood Valley,12.983356754217153,77.747245699928
Premium 1 BHK in Downtown Core,"₹ 3,792,179 /- Only",763 Sq-Ft,1 BHK,Downtown Core,12.971896205172463,77.58876271592926
Premium 3 BHK in Downtown Core,"₹ 9,876,528 /- Only",1945 Sq-Ft,3 BHK,Downtown Core,12.971252457705107,77.60288430699082
Premium 3 BHK in Greenwood Valley,"₹ 7,493,944 /- Only",2207 Sq-Ft,3 BHK,Greenwood Valley,12.980804940257652,77.74797663187236
Premium 1 BHK in Downtown Core,"₹ 3,693,275 /- Only",761 Sq-Ft,1 BHK,Downtown Core,12.972061496137425,77.59612582214051
Premium 2 BHK in Greenwood Valley,"₹ 4,895,735 /- Only",1416 Sq-Ft,2 BHK,Greenwood Valley,12.978997831407526,77.74632720042476
Premium 1 BHK in Riverside Estates,"₹ 2,213,474 /- Only",636 Sq-Ft,1 BHK,Riverside Estates,13.024693945493878,77.55299718969029
Premium 2 BHK in Greenwood Valley,"₹ 4,995,167 /- Only",1508 Sq-Ft,2 BHK,Greenwood Valley,12.98445354746245,77.74130327206773
Premium 1 BHK in Downtown Core,"₹ 3,424,757 /- Only",660 Sq-Ft,1 BHK,Downtown Core,12.979992175145004,77.60274099186837
Premium 1 BHK in Downtown Core,"₹ 3,418,623 /- Only",693 Sq-Ft,1 BHK,Downtown Core,12.983299977370766,77.59869581448183
Premium 1 BHK in Downtown Core,"₹ 2,893,754 /- Only",540 Sq-Ft,1 BHK,Downtown Core,12.9808550327429,77.59234370146794
Premium 3 BHK in Greenwood Valley,"₹ 7,222,660 /- Only",2136 Sq-Ft,3 BHK,Greenwood Valley,12.977147498237432,77.7480328652021
Premium 1 BHK in Silicon Suburbs,"₹ 2,266,024 /- Only",666 Sq-Ft,1 BHK,Silicon Suburbs,12.92325344344908,77.63882273778017
Premium 3 BHK in Downtown Core,"₹ 9,622,135 /- Only",1904 Sq-Ft,3 BHK,Downtown Core,12.974911931724405,77.59395291779899
Premium 3 BHK in Silicon Suburbs,"₹ 6,406,794 /- Only",1843 Sq-Ft,3 BHK,Silicon Suburbs,12.938333526730851,77.62767882331458
Premium 4 BHK in Riverside Estates,"₹ 9,602,850 /- Only",2898 Sq-Ft,4 BHK,Riverside Estates,13.039517356453723,77.54752994169894
Premium 3 BHK in Riverside Estates,"₹ 7,536,408 /- Only",2214 Sq-Ft,3 BHK,Riverside Estates,13.03387793806632,77.54188198663556
Premium 3 BHK in Silicon Suburbs,"₹ 6,545,745 /- Only",1862 Sq-Ft,3 BHK,Silicon Suburbs,12.922765880867779,77.63769642374292
Premium 4 BHK in Greenwood Valley,"₹ 9,326,314 /- Only",2720 Sq-Ft,4 BHK,Greenwood Valley,12.977143983296692,77.75988230022121
Premium 1 BHK in Greenwood Valley,"₹ 1,764,894 /- Only",537 Sq-Ft,1 BHK,Greenwood Valley,12.992098730408703,77.74527042640544
Premium 2 BHK in Riverside Estates,"₹ 4,009,860 /- Only",1149 Sq-Ft,2 BHK,Riverside Estates,13.030616375053764,77.54945024216471
Premium 3 BHK in Downtown Core,"₹ 10,984,051 /- Only",2176 Sq-Ft,3 BHK,Downtown Core,12.962065764197847,77.58465571109232
Premium 2 BHK in Greenwood Valley,"₹ 4,601,783 /- Only",1370 Sq-Ft,2 BHK,Greenwood Valley,12.971615350787937,77.75352672818649
Premium 3 BHK in Silicon Suburbs,"₹ 6,102,198 /- Only",1793 Sq-Ft,3 BHK,Silicon Suburbs,12.939380678742864,77.61881455943961
Premium 3 BHK in Greenwood Valley,"₹ 6,665,259 /- Only",1954 Sq-Ft,3 BHK,Greenwood Valley,12.97548410905156,77.75345691441726
Premium 2 BHK in Downtown Core,"₹ 5,856,588 /- Only",1155 Sq-Ft,2 BHK,Downtown Core,12.982492397491251,77.58949260759007
Premium 3 BHK in Greenwood Valley,"₹ 7,489,987 /- Only",2252 Sq-Ft,3 BHK,Greenwood Valley,12.97588315950034,77.75764463343378
Premium 1 BHK in Riverside Estates,"₹ 1,963,742 /- Only",567 Sq-Ft,1 BHK,Riverside Estates,13.018583221305548,77.53225043871625
Premium 1 BHK in Silicon Suburbs,"₹ 2,248,206 /- Only",665 Sq-Ft,1 BHK,Silicon Suburbs,12.9327217991133,77.6223709259856
Premium 1 BHK in Riverside Estates,"₹ 2,137,625 /- Only",611 Sq-Ft,1 BHK,Riverside Estates,13.029368399885588,77.54992716509666
Premium 1 BHK in Downtown Core,"₹ 3,275,406 /- Only",647 Sq-Ft,1 BHK,Downtown Core,12.978165124977549,77.58378830500072
Premium 2 BHK in Downtown Core,"₹ 7,004,368 /- Only",1381 Sq-Ft,2 BHK,Downtown Core,12.961916780165527,77.59825091843553
Premium 1 BHK in Downtown Core,"₹ 3,058,080 /- Only",599 Sq-Ft,1 BHK,Downtown Core,12.964827208481028,77.59496630220846
Premium 4 BHK in Greenwood Valley,"₹ 9,810,415 /- Only",2930 Sq-Ft,4 BHK,Greenwood Valley,12.979699729859535,77.75916498235883
Premium 2 BHK in Riverside Estates,"₹ 4,074,635 /- Only",1178 Sq-Ft,2 BHK,Riverside Estates,13.02387083220446,77.54639318762217
Premium 3 BHK in Silicon Suburbs,"₹ 6,669,618 /- Only",1951 Sq-Ft,3 BHK,Silicon Suburbs,12.921452941829841,77.62142756545366
Premium 1 BHK in Downtown Core,"₹ 3,060,444 /- Only",574 Sq-Ft,1 BHK,Downtown Core,12.964727365299709,77.59404023667848
Premium 1 BHK in Downtown Core,"₹ 3,728,776 /- Only",737 Sq-Ft,1 BHK,Downtown Core,12.982766632321939,77.59215928049358
Premium 1 BHK in Downtown Core,"₹ 3,303,602 /- Only",670 Sq-Ft,1 BHK,Downtown Core,12.960212260317734,77.6038749933591
Premium 3 BHK in Riverside Estates,"₹ 6,654,409 /- Only",1990 Sq-Ft,3 BHK,Riverside Estates,13.01833568889394,77.54556167395715
Premium 1 BHK in Downtown Core,"₹ 2,872,769 /- Only",549 Sq-Ft,1 BHK,Downtown Core,12.971201257165518,77.5843838631363
Premium 4 BHK in Downtown Core,"₹ 12,317,273 /- Only",2395 Sq-Ft,4 BHK,Downtown Core,12.961382877806695,77.59799361975004
Premium 2 BHK in Downtown Core,"₹ 6,939,836 /- Only",1376 Sq-Ft,2 BHK,Downtown Core,12.97511103948843,77.59036766554976
Premium 4 BHK in Silicon Suburbs,"₹ 9,601,647 /- Only",2827 Sq-Ft,4 BHK,Silicon Suburbs,12.923854247054004,77.6359983396734
Premium 2 BHK in Silicon Suburbs,"₹ 4,790,422 /- Only",1408 Sq-Ft,2 BHK,Silicon Suburbs,12.920148198436207,77.63775170235343
Premium 1 BHK in Greenwood Valley,"₹ 2,345,295 /- Only",714 Sq-Ft,1 BHK,Greenwood Valley,12.990131239508148,77.73868694151601
Premium 3 BHK in Downtown Core,"₹ 10,297,428 /- Only",1990 Sq-Ft,3 BHK,Downtown Core,12.97542771691774,77.58339139594824
Premium 2 BHK in Downtown Core,"₹ 6,900,803 /- Only",1385 Sq-Ft,2 BHK,Downtown Core,12.975774463306227,77.59101304277522
Premium 1 BHK in Riverside Estates,"₹ 2,227,637 /- Only",687 Sq-Ft,1 BHK,Riverside Estates,13.038262790852377,77.55161244085426
Premium 4 BHK in Riverside Estates,"₹ 9,604,269 /- Only",2871 Sq-Ft,4 BHK,Riverside Estates,13.030235314715142,77.54797339663749
Premium 4 BHK in Downtown Core,"₹ 11,816,276 /- Only",2292 Sq-Ft,4 BHK,Downtown Core,12.979501833440798,77.59212242346463
Premium 4 BHK in Riverside Estates,"₹ 9,026,475 /- Only",2671 Sq-Ft,4 BHK,Riverside Estates,13.03607981259397,77.55342674506555
Premium 2 BHK in Greenwood Valley,"₹ 4,583,635 /- Only",1381 Sq-Ft,2 BHK,Greenwood Valley,12.98806860027474,77.75709563730176
Premium 2 BHK in Downtown Core,"₹ 6,984,190 /- Only",1395 Sq-Ft,2 BHK,Downtown Core,12.971604598297422,77.58364290981261
Premium 2 BHK in Downtown Core,"₹ 6,125,795 /- Only",1209 Sq-Ft,2 BHK,Downtown Core,12.963956788982035,77.60401405933729
Premium 2 BHK in Silicon Suburbs,"₹ 5,112,120 /- Only",1488 Sq-Ft,2 BHK,Silicon Suburbs,12.925050910502414,77.62470398344836
Premium 3 BHK in Riverside Estates,"₹ 7,008,973 /- Only",2088 Sq-Ft,3 BHK,Riverside Estates,13.033052136605532,77.52970414597351
Premium 2 BHK in Greenwood Valley,"₹ 3,897,495 /- Only",1120 Sq-Ft,2 BHK,Greenwood Valley,12.983321015889649,77.74264978809451
Premium 1 BHK in Silicon Suburbs,"₹ 2,472,684 /- Only",715 Sq-Ft,1 BHK,Silicon Suburbs,12.934065033555939,77.62999966563764
Premium 3 BHK in Riverside Estates,"₹ 5,923,163 /- Only",1696 Sq-Ft,3 BHK,Riverside Estates,13.021601546313974,77.53228224216501
Premium 4 BHK in Downtown Core,"₹ 11,578,627 /- Only",2228 Sq-Ft,4 BHK,Downtown Core,12.969809472700934,77.58822421594009
Premium 3 BHK in Riverside Estates,"₹ 7,147,076 /- Only",2151 Sq-Ft,3 BHK,Riverside Estates,13.026757999344314,77.52989308851008
Premium 4 BHK in Greenwood Valley,"₹ 9,418,272 /- Only",2802 Sq-Ft,4 BHK,Greenwood Valley,12.990597927791542,77.74898892944341
Premium 3 BHK in Silicon Suburbs,"₹ 6,771,873 /- Only",1980 Sq-Ft,3 BHK,Silicon Suburbs,12.925180778239582,77.63398905985366
Premium 2 BHK in Downtown Core,"₹ 5,939,018 /- Only",1175 Sq-Ft,2 BHK,Downtown Core,12.976413957940563,77.5969190448884
Premium 1 BHK in Riverside Estates,"₹ 2,332,173 /- Only",646 Sq-Ft,1 BHK,Riverside Estates,13.026831146652164,77.53907334503339
Premium 2 BHK in Downtown Core,"₹ 6,504,529 /- Only",1256 Sq-Ft,2 BHK,Downtown Core,12.962832084463736,77.60363592831361
Premium 1 BHK in Downtown Core,"₹ 3,209,982 /- Only",603 Sq-Ft,1 BHK,Downtown Core,12.966560230853972,77.58568631056147
Premium 4 BHK in Silicon Suburbs,"₹ 8,575,958 /- Only",2446 Sq-Ft,4 BHK,Silicon Suburbs,12.921268452561904,77.62490177718719
Premium 2 BHK in Downtown Core,"₹ 6,378,371 /- Only",1209 Sq-Ft,2 BHK,Downtown Core,12.967085675941755,77.58494048889025
Premium 2 BHK in Downtown Core,"₹ 6,567,928 /- Only",1306 Sq-Ft,2 BHK,Downtown Core,12.981506552155865,77.59905882421302
Premium 3 BHK in Greenwood Valley,"₹ 6,684,137 /- Only",2010 Sq-Ft,3 BHK,Greenwood Valley,12.981260038977279,77.76093332495279
Premium 4 BHK in Downtown Core,"₹ 14,324,618 /- Only",2834 Sq-Ft,4 BHK,Downtown Core,12.980053677667659,77.58359273604081
Premium 2 BHK in Greenwood Valley,"₹ 4,668,749 /- Only",1397 Sq-Ft,2 BHK,Greenwood Valley,12.982374912785971,77.76026200120639
Premium 3 BHK in Greenwood Valley,"₹ 7,279,746 /- Only",2176 Sq-Ft,3 BHK,Greenwood Valley,12.979318332348623,77.75965700516507
Premium 1 BHK in Riverside Estates,"₹ 2,025,444 /- Only",625 Sq-Ft,1 BHK,Riverside Estates,13.029130658360897,77.5488282073309
Premium 3 BHK in Silicon Suburbs,"₹ 7,611,578 /- Only",2246 Sq-Ft,3 BHK,Silicon Suburbs,12.917246606883358,77.63320441407598
Premium 1 BHK in Downtown Core,"₹ 3,564,941 /- Only",683 Sq-Ft,1 BHK,Downtown Core,12.964573282520044,77.58613429905809
Premium 1 BHK in Downtown Core,"₹ 3,903,725 /- Only",763 Sq-Ft,1 BHK,Downtown Core,12.970037631027505,77.59962662863823
Premium 1 BHK in Downtown Core,"₹ 3,286,771 /- Only",638 Sq-Ft,1 BHK,Downtown Core,12.964283082189915,77.5951599762077
Premium 4 BHK in Riverside Estates,"₹ 8,045,805 /- Only",2305 Sq-Ft,4 BHK,Riverside Estates,13.040251760333724,77.54427787449995
Premium 4 BHK in Silicon Suburbs,"₹ 7,761,054 /- Only",2244 Sq-Ft,4 BHK,Silicon Suburbs,12.934227088877742,77.63590634383381
Premium 2 BHK in Greenwood Valley,"₹ 4,654,801 /- Only",1370 Sq-Ft,2 BHK,Greenwood Valley,12.972953773885717,77.73995535872577
Premium 3 BHK in Silicon Suburbs,"₹ 7,140,385 /- Only",2081 Sq-Ft,3 BHK,Silicon Suburbs,12.925985974207968,77.63255297287152
Premium 3 BHK in Silicon Suburbs,"₹ 6,269,517 /- Only",1834 Sq-Ft,3 BHK,Silicon Suburbs,12.9365354643772,77.61667333460076
Premium 2 BHK in Riverside Estates,"₹ 3,812,724 /- Only",1126 Sq-Ft,2 BHK,Riverside Estates,13.037316009999369,77.53929904718355
Premium 2 BHK in Silicon Suburbs,"₹ 4,880,175 /- Only",1411 Sq-Ft,2 BHK,Silicon Suburbs,12.919981222666715,77.62136890430837
Premium 3 BHK in Downtown Core,"₹ 10,892,952 /- Only",2148 Sq-Ft,3 BHK,Downtown Core,12.981953208349813,77.6038674712271
Premium 1 BHK in Greenwood Valley,"₹ 2,180,308 /- Only",612 Sq-Ft,1 BHK,Greenwood Valley,12.98318820097325,77.75067042458262
Premium 2 BHK in Riverside Estates,"₹ 4,272,617 /- Only",1230 Sq-Ft,2 BHK,Riverside Estates,13.019871743156415,77.54320336416943
Premium 4 BHK in Silicon Suburbs,"₹ 7,989,694 /- Only",2264 Sq-Ft,4 BHK,Silicon Suburbs,12.935929665341234,77.62130494453258
Premium 4 BHK in Greenwood Valley,"₹ 8,408,111 /- Only",2380 Sq-Ft,4 BHK,Greenwood Valley,12.984615817323196,77.7418301696451
Premium 2 BHK in Downtown Core,"₹ 6,657,545 /- Only",1324 Sq-Ft,2 BHK,Downtown Core,12.96682928303443,77.588942169832
Premium 4 BHK in Greenwood Valley,"₹ 8,951,292 /- Only",2584 Sq-Ft,4 BHK,Greenwood Valley,12.983763085497344,77.74576047841795
Premium 4 BHK in Riverside Estates,"₹ 9,746,180 /- Only",2879 Sq-Ft,4 BHK,Riverside Estates,13.018536616092884,77.55150693294857
Premium 1 BHK in Downtown Core,"₹ 3,276,361 /- Only",649 Sq-Ft,1 BHK,Downtown Core,12.980005170449955,77.60226039085875
Premium 2 BHK in Silicon Suburbs,"₹ 4,225,554 /- Only",1179 Sq-Ft,2 BHK,Silicon Suburbs,12.918061784027756,77.63658200056744
Premium 1 BHK in Greenwood Valley,"₹ 2,219,377 /- Only",696 Sq-Ft,1 BHK,Greenwood Valley,12.972661408539585,77.7583377039976
Premium 4 BHK in Silicon Suburbs,"₹ 8,111,770 /- Only",2309 Sq-Ft,4 BHK,Silicon Suburbs,12.929103406052407,77.6338218256738
Premium 4 BHK in Riverside Estates,"₹ 8,862,208 /- Only",2555 Sq-Ft,4 BHK,Riverside Estates,13.020398951928588,77.55252626057391
Premium 2 BHK in Downtown Core,"₹ 7,213,140 /- Only",1433 Sq-Ft,2 BHK,Downtown Core,12.983475896822268,77.5870587940932
Premium 1 BHK in Greenwood Valley,"₹ 2,324,283 /- Only",659 Sq-Ft,1 BHK,Greenwood Valley,12.991926309934808,77.74801391559531
Premium 4 BHK in Riverside Estates,"₹ 9,383,792 /- Only",2781 Sq-Ft,4 BHK,Riverside Estates,13.027316552439675,77.54600496085307
Premium 2 BHK in Riverside Estates,"₹ 4,408,548 /- Only",1283 Sq-Ft,2 BHK,Riverside Estates,13.025751051552541,77.5434807449512
Premium 4 BHK in Riverside Estates,"₹ 8,847,046 /- Only",2584 Sq-Ft,4 BHK,Riverside Estates,13.026793108740414,77.54919077956396
Premium 2 BHK in Silicon Suburbs,"₹ 4,186,063 /- Only",1225 Sq-Ft,2 BHK,Silicon Suburbs,12.920022319571883,77.63818202407994
Premium 1 BHK in Greenwood Valley,"₹ 2,185,214 /- Only",658 Sq-Ft,1 BHK,Greenwood Valley,12.98927800932806,77.74379535626103
Premium 3 BHK in Silicon Suburbs,"₹ 7,391,244 /- Only",2165 Sq-Ft,3 BHK,Silicon Suburbs,12.925722310296623,77.61529650580006
Premium 4 BHK in Riverside Estates,"₹ 9,929,362 /- Only",2978 Sq-Ft,4 BHK,Riverside Estates,13.037247637880057,77.5400388671393
Premium 4 BHK in Downtown Core,"₹ 12,660,062 /- Only",2431 Sq-Ft,4 BHK,Downtown Core,12.978342788170819,77.60643531591029
Premium 4 BHK in Downtown Core,"₹ 11,399,367 /- Only",2160 Sq-Ft,4 BHK,Downtown Core,12.972711245190297,77.58700378799625
Premium 2 BHK in Downtown Core,"₹ 7,240,936 /- Only",1409 Sq-Ft,2 BHK,Downtown Core,12.977782063365604,77.60463842592496
Premium 4 BHK in Silicon Suburbs,"₹ 8,549,836 /- Only",2499 Sq-Ft,4 BHK,Silicon Suburbs,12.931444168951176,77.62485099812935
Premium 3 BHK in Greenwood Valley,"₹ 6,767,577 /- Only",1955 Sq-Ft,3 BHK,Greenwood Valley,12.985478441607603,77.75777639780027
Premium 4 BHK in Silicon Suburbs,"₹ 8,252,333 /- Only",2372 Sq-Ft,4 BHK,Silicon Suburbs,12.938404105874476,77.62737245306857
Premium 3 BHK in Silicon Suburbs,"₹ 6,063,167 /- Only",1761 Sq-Ft,3 BHK,Silicon Suburbs,12.917058158422536,77.62455424808236
Premium 2 BHK in Greenwood Valley,"₹ 3,996,100 /- Only",1160 Sq-Ft,2 BHK,Greenwood Valley,12.977057781362152,77.74933817929104
Premium 1 BHK in Greenwood Valley,"₹ 2,385,602 /- Only",761 Sq-Ft,1 BHK,Greenwood Valley,12.99340355444235,77.74198947289052
Premium 1 BHK in Downtown Core,"₹ 3,275,144 /- Only",606 Sq-Ft,1 BHK,Downtown Core,12.961225758875596,77.590198426991
Premium 2 BHK in Silicon Suburbs,"₹ 4,290,185 /- Only",1257 Sq-Ft,2 BHK,Silicon Suburbs,12.927341338301568,77.62346121402678
Premium 1 BHK in Greenwood Valley,"₹ 2,166,932 /- Only",613 Sq-Ft,1 BHK,Greenwood Valley,12.984500881745962,77.73932780433097
Premium 3 BHK in Downtown Core,"₹ 9,465,680 /- Only",1849 Sq-Ft,3 BHK,Downtown Core,12.976619133626667,77.5941124414805
Premium 3 BHK in Silicon Suburbs,"₹ 6,249,808 /- Only",1797 Sq-Ft,3 BHK,Silicon Suburbs,12.927221475030736,77.62050707213783
Premium 3 BHK in Downtown Core,"₹ 9,287,134 /- Only",1776 Sq-Ft,3 BHK,Downtown Core,12.970979981746936,77.58907289852473
Premium 3 BHK in Greenwood Valley,"₹ 6,985,446 /- Only",2021 Sq-Ft,3 BHK,Greenwood Valley,12.979169503994088,77.75286120713146
Premium 4 BHK in Riverside Estates,"₹ 9,486,671 /- Only",2858 Sq-Ft,4 BHK,Riverside Estates,13.024836540016242,77.54993620454852
Premium 1 BHK in Downtown Core,"₹ 2,936,882 /- Only",536 Sq-Ft,1 BHK,Downtown Core,12.964403338568687,77.59149160199154
